name1,name2,percentage
eiqhaxhn,pwnofwvp,62
ezyaduit,uypecpup,89
hrqwysgr,spbehtjr,98
vwxrnjok,pqnumfub,90
wwacpoka,zqbqlobd,43
tdmjvbmw,odvkhrxx,50
kizcbppd,oflrdvdv,5
edtxsbpl,lwvulvxj,80
jvhnpcsz,xnvlnvur,90
fijefpie,eukqxydw,32
levnjdgd,uixptghj,18
xfpavhxh,fchactqu,19
qugnolbv,rshwqwcw,56
pvycnrjz,brqrglvm,54
uorpeeek,iuoahren,76
cnyhujyk,ebxldrqm,55
lhlraklu,wqkkcqrj,14
xkcxdsef,xrfahfdm,72
uvbjwbze,kupkqhee,98
fshzrbxy,nymvkfay,60
wqzzwsoa,egtwcelv,70
jkpwvvyv,ldqncoii,69
bduwsqkx,nyrdtiah,63
sjilcjhf,ioauttrv,30
swwwwjss,mkkewzar,52
wjaazalx,kldjbqsz,54
zfedwirr,beslqixm,13
dyusipgg,pzrjveva,88
rjvvfvly,lmwzarsa,5
tsagtgaz,kggbklhb,32
rdoirkls,meqzmyrb,38
spmrwiqt,oglhnish,80
wmxgxnqm,rtdgnmrz,64
xdwurvrs,rlfdcjlj,31
crwzpfld,qqsgadzk,20
hjijvwki,eurahqjv,0
firxynrr,cswtroii,0
rqxppeir,owvqoyfm,64
eowveofe,svcxendx,12
vtirebqw,tfxtmbkt,56
giyuibve,ltpsaxws,36
blozdzqu,axaglyzm,7
rrirbzvf,ajnkezmn,94
yvcuovcc,ddgfcaif,56
vvjozhbi,ylpqtypi,56
rnbrzbxf,wojenipk,38
hoywpsxv,kqyqxqer,40
klpybnuu,nbjigorh,90
ehbdunyl,kppbyvso,46
uocedyvh,trnojqjb,54
spiiwcyq,msqukumc,54
mwqsywju,fccqzhhq,64
vfnoqbfz,bkreostq,0
fireciuu,ebcgvewx,40
bzjrjdtd,nlqmudkd,68
fiizcvpi,qogonkvo,12
seegzncq,tlysrtrf,84
iolvphbn,utekyknj,10
mehaogua,hbufqvol,69
bgxxibac,vnghdssf,80
glwgisme,mqmzunvn,4
pmnqhmix,pahqrptz,80
mpzbuhnp,ugzciktj,0
xypzcrvl,gfbvnyae,0
seqhgsyj,tkpylssf,88
lrdxueat,eitcxgae,66
vusbspug,rmcteuui,10
udfnvucp,ogsvgced,50
zdkwxuac,xbvrfduu,66
uvohqhua,hlycjsiv,56
zalxrgmf,rbndfgxl,25
jvmydafn,xacnbdjq,9
hpgbzemd,gqbaqkpn,97
zqkqmutx,qqndykwp,15
ynhqaccu,sbzumvmz,0
wvezgvmf,tsumrsbw,76
twzpqemx,xlnoehxv,4
gxopuzgz,umyirdqc,80
wjxelics,fqbiefib,52
yqrpcaxl,ynmozyuo,48
uxvcsfbb,sqebbdvz,55
uqyklrdp,ixqtuhay,56
zvnoykvi,hosdtszk,80
dlrqwdif,uertpddm,9
zaagwelp,vtxeszqf,13
yhgtvesk,zkjmjkya,75
lnansfus,jofubdaq,56
ygxhjosq,cwsmandn,87
tgfvbyys,snmnsaao,16
bajuintt,dzxtmcti,55
pfsahauy,dzfuiift,85
gwkzihre,fquinugl,25
rggqytnm,emzqylvf,66
hpdtbkjz,dfsymuhy,85
qannlrbf,zxpupoom,28
ebshowxj,jphdracf,16
zyrtcwum,ximelnve,24
mwuikuhf,ajwuzsho,80
ynqbtkus,shuxljpj,36
lneiadze,tjnnbtqo,20
ieyneieo,mdxqsclp,80
gsvxysiu,icwrzdnq,48
piraderp,vbcxaltk,65
utnmonnm,fzbkvsov,72
tfaezvgi,nqqqvjfr,96
jcjlvlam,lukagosm,17
uummpdek,zzrtzdui,96
ssuuhnst,xngjjlmm,39
krcjpkzd,xvaqdbtq,25
ntwahmjk,bbmeqqac,4
vzmmfdzt,mzgiuhvm,26
sxiuxsyh,nzmmeojv,62
axnssnfo,inqiymtd,20
pkpvfaks,scksxewx,20
vojdhsmk,gjconpzp,50
iwwinmwf,hgheuubn,52
jbeltcpp,hodoxoli,40
geuornmg,bczrixpb,24
mcycwsti,hrhmfosl,61
hieexzja,iwggpyxg,16
dbuzmgjc,gcqcdtbf,20
wigbfshz,goksljbw,56
sdeynoue,svpykyub,84
yrhpvlog,ogoykadk,87
jmicryzk,vzfjewnl,38
fftnvauo,urcomqob,56
lmvnhmce,lswvvnwi,96
puaoctyj,ynbyhxhc,83
kcjgdzas,hspznegk,26
decufbwf,hkrgyqty,62
zgehyuar,bhlfprfn,50
rbrspasg,okvcbnip,80
ylcbijaw,qxrlvajf,34
yeubdjzw,ttwqkdil,56
egpxgqqq,wbzvmpry,14
mholtrql,twvcuzee,19
skreslyu,sdyisvgd,46
usoenrom,vknczaus,80
ygkzcxzz,exnqmxkh,44
edvpwghn,xqiqahwl,93
vgsvwjen,obthnaiu,20
ntcemzpo,tonhopzt,60
tmhpkqsi,pwfgaglu,41
qhvaakmp,oszoymge,1
sfphptfw,thmantcf,46
yiayvrtg,nvunxyno,15
phosnwje,rcdamvtc,56
cqlpidsb,cfrmpnke,0
lzbgttpv,ptblrqrn,5
twjtvarn,eolpfggv,68
zmtbxrqf,gbblqzbd,60
bgsyhsro,pzzyazww,54
lqhoeioj,ebcueuvx,89
cemwddqx,horgbhfp,28
veamkoii,qogrgbih,3
tuinaxmp,eiblzwyd,64
stqzdvux,scangnqn,97
jrzmmrqp,jlracest,44
msrnllrd,tringvtn,76
fmlmcral,tvxhlsyr,36
ukacgatw,mwfrvssv,50
imcyhddy,vfgocrap,4
mhuybpcx,dmrxidje,0
jonfcfqo,smiwtsca,50
mnoueani,vjqebjcg,40
npxpiqbc,puanfzoh,75
lvyqknrv,iemfxgod,59
olsywfsw,qwdvkrni,60
jicifznq,cyoywdrs,0
wepnzkzp,qxzrmgvu,80
qsosfjcn,mewdplgr,86
jfkpnrep,ketohrvg,36
uydxkbxo,crydrsgg,86
ecvqdzcm,ayyvgkga,87
xupdstmz,htwampwa,3
cxusespv,srtfsmvy,70
iikxcgxj,vyicsuyc,75
hhivspqe,oelklnzu,48
dncisfky,zfnsziey,82
rtkgusxh,pkrqzobx,12
ctwprqqh,ufgjvhbx,20
sprtlpkn,xrztxouo,14
eaffiwkz,cilyusii,25
enmwuakr,ragmbuuo,84
ejqwarxs,fzeebcuc,15
peygniqy,kwbhozcg,18
nkclfjme,sekkfwty,96
gdyjtics,pflrgmqt,5
pcmijkbq,brvgbnol,40
nulyicxt,pcdqbgjg,64
lbzqmqny,ucwswtde,84
bjpvlypo,xwjpnbpm,96
nurgffqp,pldjlyij,18
xyggdfes,dsugkptw,85
opnbcfpt,bcoelwuj,40
citlizol,kxgrirqw,30
tosvmcue,vbmjdila,26
fbnfldiw,hguvkqmo,8
ifesyqst,dywtkica,32
kphbdkue,nigvyvus,22
foecnjkj,dyuyriof,22
hausygox,iyaopdzj,12
wijdwisb,pemtbese,51
ybkctnql,oggvbkok,76
tvdsstft,mfjzxard,60
xneincdh,oefynedg,1
ffywchyw,bsnuasih,7
aeopzrtk,kwxqzxbk,80
wlzsbzau,uccoqniy,50
lshizukt,rewjgfkm,34
uhcxdhsg,hshzvmfa,2
grplrzkq,rrrgvhyx,44
lyeheufk,imyythdv,34
mwwvubpd,kckgmfcs,72
vphvftee,wfgmnouu,36
muhjmsjh,sbbrnjsw,50
miewrmph,eegazmvu,64
qbigpomy,nikuyeor,92
bkntaurl,xsunottw,8
otcqrvyn,ulaekdza,98
nynjqolr,uwrpzono,88
ibeuxner,cesqpdua,64
rljwbmal,cjrlsstf,25
awahnund,gwgfqncu,64
dbogeqdi,takktwss,52
rlvrmhlv,sfjopfgd,43
yunnsjcd,vsyhdrqz,46
ybgctgzo,bnbwbtkg,77
qxqfqspm,nemfavez,20
qabejmlh,bufpndlv,40
ghbaaswc,tddlxuad,56
tcthbbyu,ucijdddl,15
jgkepegw,wvdmaosx,28
rgvfskyw,ebpjrctg,51
midstotm,ksvmtwgi,52
hbwlkaxr,dhefwclc,44
pbimcvdq,dexprdjn,2
fhcwszxf,sqxmkvmy,96
tfuwnfqx,qyhametk,32
kdnireqr,flmapilm,0
ymdwkaec,glgvxpey,58
zkqqucur,fdcmvkkk,98
ogbwhrsd,xglwinnl,12
fpyjkbsw,adjikpsx,60
wsmljcie,kqcanpts,78
euzmcrzw,orepikzg,25
gfpeidpi,izjdrzyd,0
abahlpoa,zctlqpcs,16
hgescemv,ugcnepbg,50
bnondzxh,jfsewwbl,0
aroscxpl,xnnzqrqk,84
rpyhdqfs,imiszbms,18
jxmsmsjl,nuhphvkv,20
hnyfxtya,ofrmcieb,49
ywtdoyxk,bfevveef,15
eblfnhcm,fiqfwmvo,49
zanhqxak,iveocrbl,80
kzqdjyyl,qtnlhtnz,2
wfitjyjh,sxeocawr,4
mmqtgbsq,nvrjdblj,60
utmhvycl,aqlyoyng,28
yzjheybd,pxoptycm,0
eefekawu,gnapqnzc,70
altrcqkx,ghdcntjb,64
ocmyseew,hlgpfxxt,60
vbqzcuya,dzyxrxob,10
apsrdkvb,waryiatv,7
fnnhhxyj,hkazelvc,12
tcmikdia,lnwveltk,6
ucdhauiv,rodchuyu,31
rphxgnot,lnuumcgm,80
lnufxklo,pudpdafp,16
gnmhqfzi,mvazmxfv,60
hvvhulyp,hrxbfcjp,10
usmpmqsg,uxhpnwau,28
ylfcnfeb,rkbkjkth,19
fegbjaqu,eysepkbj,57
sqzmfbqp,uhuvnrmz,24
mobtlnus,rhedlbqn,32
rxemtjwm,ibunpbxh,16
pdqacyny,yablcuhh,4
fodqrwts,twddlpsp,80
rasbpvdq,yuayhvoi,98
udgizeey,zggtqmjh,20
clsadpox,iveqjjnf,82
ykqmtasg,xxhombds,37
lpejdyav,jxrwgvkq,0
cfuayfnc,dnbeilwu,26
ftwatfsb,oimtcegv,30
ldiirzfd,misjvhiy,48
gjjkbpjh,mfejvayo,30
ummbowfb,eqbvkzky,81
nwydupby,otzfsyer,96
zbntztvg,yqqzhpzd,35
nzhcnckb,ypenqqgp,65
gvjucqxc,kzcsukoc,75
lcudxxmg,pnqvbmtl,84
oftmbskx,mxmdfvhx,96
vmebgdxo,rlmynvvi,80
ehpbssqs,xitcszuh,54
byumkmrh,qbqlduhq,14
mdsdxork,aojlrkuz,32
fuyumbqt,wpuhinlv,49
ltpbpfvo,kvltwusp,24
mgvntjvk,jfxxlahc,72
ncvfgghl,onuywrmk,76
qdaztxbf,caphvgkh,92
hgwqqzjn,bpclrsdq,10
jzdhjwwr,muxblitt,10
axiyqrbw,faagzhau,93
wxfvprqo,lngvxvad,66
jbuxpbmq,jpgoamte,15
thtyhjby,ucssyvph,86
zmzelicu,fspwnjks,38
rupdxpjq,kmnmcwhz,26
iimpvanq,zdbvckla,81
uewkectp,oviaohnq,68
lpywmspe,niduzlec,14
imvoousc,ryhpiyaq,95
xrmmbdfj,xjjyffby,8
hthpgkfp,ywdwmpbn,80
trpufhzf,muwvfdud,98
pwygozhb,lrtunohg,70
uqxznhff,pwusttgx,20
txptatvc,zkjuqylk,94
ozscjzvd,igsosndi,52
gspnkdjz,awcdeulg,0
sjldvzdz,loghcwos,70
zsukliwp,kpfzwhup,75
jtfpolje,exbimgic,80
wmpwlspx,wclkjkuu,20
aedjpuph,lzsupxrc,43
jztevbqw,vtrfahpb,73
fiiirwje,aaxuuyhf,75
httsppuj,njeadodc,52
ixxbblwe,gznhngwe,68
skmqzgrw,ybdgcpki,90
eonddrck,ywpwbbbr,18
ycmlbrvu,ggzugnqk,52
thsnujmx,hucamfkb,1
otndcqcm,ojgmjzmm,75
lggmqqxi,jdccduhp,38
ipqojtsj,ktwnqeen,68
wgelqnkl,pylcmatb,40
smlbllgc,mxmypagp,84
euromhfz,fpjeypgv,0
zdyisrsu,yntttuys,88
pbvhryzw,glbfguvu,28
qgknxlvg,diowcehh,26
vhehdfme,clymmtby,59
vzkeqygm,uqnycpob,14
hitbwheq,vojyvecv,20
eubrfykf,nugoeeyn,88
ecgtvpro,jpskpdfx,76
arkjqjpt,uaqopahf,63
yfzetnsu,xyuivvtb,52
sgpnwmxr,abejztxg,26
insxtxat,oaoscajd,64
ogvwblft,iymfcvmj,75
epsqukla,zljqijit,70
iltrknxz,otorffrp,64
jcaqoqfw,achexenn,20
qwilknkd,crqtsuhz,0
oytvbqki,qjypwmmo,0
givxmmrd,usoiawaq,72
adbsnllu,ichqgmpw,92
rljfkebu,zusjwtpg,30
irvkjmcc,ineoqkam,21
ajlnzxsf,sqjorrzq,40
zwdokppe,nbzjgwgv,36
oawtsgdo,ruyookju,88
xtkoirco,ahaxumfq,97
tlinwnla,uicitlrb,26
mcdzjzli,gixrdhdx,86
avowxiru,ccjfiivm,43
fbrockpp,qzmprtky,70
jqjbjpga,pzrrgzrc,0
lcvmbrfi,ttvjkvsq,77
uuaciqbx,hgvauxip,16
bmxrcpqx,qeaqvyub,30
jaqyxmkg,sphslgqx,40
dntqhcce,dvydyrdj,60
pgntepyi,dgsbzlne,60
ploaeqyv,ckcjwoqa,31
qmmqqvos,yzvsbaof,84
nmdfbemb,ejxprcca,96
ujazxnuq,hisaqwlk,36
kxovcwmn,ptpvnzpy,39
hmjuavpo,jhctlihr,44
ibxckyls,dtsziecx,94
bmwuewxr,crxbinhh,38
oxubhpok,mwjthamv,40
frgxwgla,qoumzqmg,2
qiihanil,apxxbwgk,72
vlhtjqrx,ovggzlsb,22
pokmugfs,zfxzfarz,76
hhcadwjj,upzjglit,15
liqrkscz,raiubske,82
sgvxessr,wjvrcsmz,2
eiobrznd,dcbunazs,38
ocurkblu,duequdag,8
ofrifbzl,glrgbgsx,68
ddtbejcy,ncrvdbkn,96
pyosghmo,mmbruhag,86
zixphazp,ufxykqpz,16
emwmadin,covufoqr,50
jxykcvvp,reyfelat,60
bzyzocyh,weendtms,58
gmoflebo,ezvxnfcq,55
ttvugbgu,wkyjcxre,56
hfzkxxpz,eubzxjem,66
tnxhxmcn,kyuafrev,76
fkmgikee,rvtafhng,40
flshdukp,ssiwjvbr,50
pregvpkn,momwsama,82
hhnfdplc,pgdfwijn,23
pvaogmea,swtlsbry,88
eoohxhnr,cldcqiyr,25
wbgjxseg,ncsubscz,75
yfhhrjmw,gbnojdab,17
huskeavl,sicucvor,26
ftwjtkkt,czimobzy,43
ntgdifgz,rjadqfgj,1
kzgveeed,oyhsumms,53
lmseabdz,vmekrysv,50
tjvywtey,fkueguej,72
hmqlwwef,otmkfvqp,0
srethziu,ybdhppzz,54
uyhbfbmx,mobpzqdd,85
ctidxofz,bvnqoynm,50
aqfkxdbp,rzelosdz,57
cosdbazh,swrzlltk,14
ungfloxm,bhtsgxve,0
bwjvoxqx,cowzzaxm,95
xqgerfcc,wccmkgpy,19
ugawzoiy,bqytrsot,80
lvkmmtry,ribfucud,4
xydupaix,sgxwfsaj,84
jnslajoz,lsnzsosr,50
xrtryeoy,zbcjylsr,94
ncjahuvg,bytgrweb,80
lcwrpfru,fxmxrayr,45
tvcaklpc,mfgcjqba,12
cfsluerg,rvnrqnpy,8
yqkxccvw,wavstnrw,68
yaldwacp,pcwsjgqb,45
blhulpvj,suqfoyjz,97
nvwlemlc,rxvalkwu,0
yqksvbhp,ysjqztqs,48
hdvfysum,fvtprvxp,32
wxmfhljh,wdrzkoki,20
ooejvtea,bmjsslrn,75
nxweguxn,gwymompe,0
hjvpqwld,yypevekt,60
seaeotli,duufsqay,28
xthtzwjv,xipdnphb,81
uwtqnmbs,uvwmhoud,15
qjvxomuc,wbxnfeyf,89
tnfkgnjy,duicwhyw,0
jgxujdob,uhfcqlci,67
uhkiejwj,smjkaybn,95
zbypicxl,xjzufagq,0
dmylexct,qdussiua,46
cosmdamd,dspdiyel,80
thzkfbqd,mtwgdbge,38
hiodchul,padwcpsf,88
lgdiwsgc,blgrboej,28
swktfilw,nkjcjzlh,42
qjdqmzmg,ptcrsdgy,0
jhnngeqz,fqwjtbys,10
vjquyizs,frjykptw,49
pfpawjre,nphxsrqi,59
mvejzmhl,ifmrpfgd,19
nfjswown,zumhqrsj,0
uopaojmj,yvkknogs,48
ukdlzvpn,qylgrxtk,88
hchspuvo,mszjifrf,0
aettoqrb,hclqmrua,26
armcvamp,bziriykf,70
ljlqminf,jrfrmswt,95
wmrgdnpa,lhimcubd,60
kvwxwpfy,vjmwrcdc,52
anicxwqg,mioqphpg,54
ilqtkdxs,odscfsvq,32
yvorwnem,grkxnmvu,94
zxfcjrli,mqmwrfco,76
eixnarzi,ooiharmj,18
ainhuzcv,eekwkwih,36
srinkzep,ycauhsra,4
cqqryntq,brlixliz,20
sunitgsw,xiajvhbw,0
eaphzrvt,hrgmhkgr,72
onvqupnf,ppxinqwl,7
hsvhnoes,frtyioej,28
ugaksauz,cutvpoij,0
tcyawacv,awkulqii,86
mvjlufsw,tfnowmpb,38
ngrdwvgx,lmqvqfii,51
jjkropfg,kyavyrbz,78
nolilzbs,evvtqvcp,15
mwfamuqh,hfxxkzud,40
dmqhiqqg,qbnntzyh,40
botvkiue,ufxvvjfd,59
zzsimruc,pkcziklb,74
hwffadbw,hqvdbwox,3
zjitzgag,mxgsvnns,0
hdbkgwhl,qhbpjevj,94
etzbukjq,saoegefp,60
lqdprexj,lyomoywi,70
qxrswvge,krvgwqba,7
kkhbbvgj,fmahzscl,96
bqfwtswc,bpjloutd,8
isykdqgy,gettdiil,90
xjczbajn,tgmlzkaz,72
necbdpcf,tarevynv,95
zbvtcrdv,btfzqcja,5
wzpfkawx,kjwfllnl,64
khkjymfh,mckhfxww,40
mjddoffh,xeerlfdx,44
crtpblzq,dgcleuzl,56
rildlaia,ohgllugs,46
uldwkevb,xyuybakh,80
pzzjrsqp,suxcxyul,72
vsxewdvs,dsphsgvi,32
uowiuuqs,yupopzdw,96
vmsorxfs,emgzbfxv,92
flhoccrt,mblcgcvw,9
cpnbyknu,pcgmkrlj,92
rctpkblw,pfzxdgxr,89
nlpeiqks,xyvukzjo,62
mbwtextg,fplngrlo,76
aevfawvw,srbnxemi,12
bljwxrln,aemsqygp,93
nycpfjhg,lhnrctsu,31
dcqmrziu,nymzkhbp,57
qzvystls,qyfmxepw,16
utugoopc,ikmirgjn,74
vxrsplao,olkfcblo,80
bopcpfsh,bmrizzjz,94
lrasfsny,srrhcqyi,70
bectulpe,djemtzvx,84
ofscybwa,ciohkzbt,44
gepweekl,zgywnacr,20
jkhetldz,exrgowad,60
jsrnnoci,evwavjdk,20
jatzcgug,mvgnuoet,55
jfgmovpv,xlgorsgh,62
kdpagyos,hicbpjni,74
btzjwbcj,yyzqhqgi,28
wuvzcjwt,hxtonsab,36
vwyucgtz,silekhql,15
rkmzvuxo,yavwkvsu,16
gttzpqxf,jxfykfpy,64
guujvvpz,jnyptdgd,84
uikgedxy,mcumbdiq,0
xrzksgdv,lmflcdci,70
vhwdrrin,lqojyipb,16
trsmzmhv,qfnngwuv,44
usxilvvr,qsteveib,5
wipbwjzb,kdbiyjba,28
ovzutven,qyasodos,79
pjlsevgn,sbhtzdeh,80
mhtbghfq,zayjdnui,22
ybmjtbpq,oxiednqv,94
rrrkguez,msknvblr,68
riwsjovo,cmgvcqja,56
cusjxltl,ogfoxyzi,55
izpstsuw,hlmwerwi,59
frdaszdd,rggbumds,50
hbkskgej,skwpbjkm,93
kebxszcf,tbcwgyap,60
jlpnhmoq,xnkvtqdo,35
ptrypmdp,kfmrvozl,36
ougwfiof,oolmqfsk,20
fqegevvo,ypyoebks,62
wjiszfov,czwahdgo,90
bbrenhnm,wtaveuza,28
uhvlogrw,uuvkhsrm,94
flspepny,mzikgwdf,27
scfwhoen,mhxxucyi,95
sjamaayq,ykudayxn,15
lsmlpiiq,dosvqerh,0
avmgnjxg,injrmxtu,2
hzxhcahz,wclfcbbi,16
micdlgrr,spffspix,16
bxxknxcq,llrsjgpb,68
lbzpzphl,ebkamcbx,94
wekjjndq,bhlhrjsd,38
wzfrqvpy,fpsfsjue,70
fkqpvpzz,mljlfiht,64
xdfijkfn,ltmhfbjg,92
uvolhtbq,lmvkjsjv,95
cvqelqeh,rebwubmr,90
eumnaeti,imcokmdr,24
oliktsat,zxdwsycf,50
myfudbed,lxdgotuq,24
rdhapmzu,lpglzhck,25
eippckin,cyvyubel,33
zmsbbtsf,kwhgcrrq,75
gwewrdot,exbglojn,31
qxvhkbwd,tahjtasc,50
fzslvskp,slsxaixs,5
yokakbbh,foiohkjd,78
sznppyxe,coqpwtgr,31
zavolxuh,oxjxghyy,82
rjivkxuv,drbxmarb,50
htyiymxe,cvvmsjpe,66
uzuajzgy,thuxjcpy,75
lbjebyxp,dcmpfyhi,28
jzdygzfg,todbwwns,52
wlwhjzyv,uljoonfk,24
skscgiwd,ctjvidpq,47
nxmkzkdp,igmiscmy,42
rbgjjwnb,hshfbiiy,16
dwmbzvrf,kozokfao,76
bcqpwoov,ljksnqna,46
gryekrud,gtejwwiv,99
yzlzpugp,nuhpxxke,47
jvpxeplj,jhsgeqng,65
nshfwrre,ajjwaymi,40
klxacfiv,pjeopqjv,24
bdpgzotv,yagatdfv,20
dufzboff,xbxkcwhg,80
zyfkxlcf,ztqgdhgv,99
yxillfgj,plmaiegz,61
lahfbudl,haogzyxt,96
nwoehsog,scvbolyb,32
afrapoay,xdvnseen,25
labbrpbq,aetsxsmq,68
xqetjngc,stiecdpc,96
jxbqfhex,iuzaiqvz,36
zilbgukb,lolzlkrw,26
zfjvjnek,ptyxarhy,60
zwibsatc,vefkgzxb,41
lgwwiilf,zxntiidr,48
gvfznlxn,wwvqhtnr,9
bcjtzgpq,ueycdpku,6
ersznjah,tpvcpeql,51
eaczfypq,hddpaugo,48
yfiwdefs,ygyscdvx,5
suwgtlbw,astwsxcs,20
ogihxmma,hwssntpi,68
vjfizvgu,ivckgcag,21
dsxgvura,psfpsbxh,52
jxoqclgz,wxeqenjr,88
iizorskc,pbqfouok,38
plbsdgvq,zjfivliq,93
pduswbnv,tpumthup,67
nmmvbrmp,omeqrffj,82
pyprhaiz,zjsolvbc,99
gtuyetyb,tubvwrjo,7
oenuzvzm,ybahcjmv,20
omgvzidv,dwpbthns,64
ezeypbgr,tnjedjex,20
byfhayol,fterokma,34
mvfupped,zppxlmiv,26
weplgcry,urykwayc,15
dnvtyfxq,xnvfmqet,0
umvkiggw,molzynpl,81
rcwmppze,tsdjdypt,68
kdeillir,geinehgh,88
nyqksucb,espquwck,40
mlftlfxp,amiukfzr,21
gfvlldok,tdexktge,48
mzfjkuek,eygmtjjk,99
htsykdmz,hhnngxts,8
dncqfuob,fvpetdzl,50
rsfqpxug,jgcncxzq,12
lnxwrdud,mmlqntgw,56
zaxmoohv,xspwbdta,84
mtmhevuq,uilvwbhu,82
ypexvlmx,zsihgylj,56
pagbzqxs,lfrspibl,60
mvzxqgrk,wqtqocid,56
zlfswfdt,nluoujcl,84
kaclffua,tacljljz,98
hfnvpcfn,isbraaam,24
vxoyrttg,klwtzffc,25
sjkllbas,hithhqhi,70
auolshsm,zproqozh,84
fjrtkuwe,xtbmtvls,0
ntudsdqs,eqejxdcc,54
mvzkkhmp,ylefrnux,84
plglvvjt,jmuxvnrn,56
aftiwqht,vrazsfgl,88
eusfjdsm,xjcghjxr,80
tqxcxzmq,zqftrsxo,56
odvkezrg,plgxefft,64
xmkobzrw,xzkvjmpd,0
xfcqybff,ypzghyck,73
vnmvkkqc,wdjkjokb,74
uhnghzbn,icjfqqrl,80
isuvxlpm,qcpdfcuc,64
ihycmhyz,zqyxnvmd,5
jyxwvlri,wdlikudq,59
laczmgsp,qiitbkhp,0
cpzmgnye,bocigjem,64
suuzsiqn,wvoonnqn,28
beeyekqc,lntwawdy,90
cwuvsixg,ikqrdkps,8
wzbiknol,fzlrshzk,20
wywgcnxh,baskxkkm,0
fkajqtgt,pdkhlfsd,80
llkdbyjh,vwxphwsz,8
oygtayyr,dikissjw,88
yujqcvky,nrbvbmwj,44
cvwysffd,ofghzxlg,48
skxctzld,crsimnzt,30
zrnvzsmy,lzwccaca,40
czmzajmh,ayuzpohl,56
cdegjgsz,qovkweqg,65
fbmvvwdf,kqjvsrnc,12
rrgberqg,ykfdkcgo,0
uzgqedvs,qfoessti,42
tucacbyq,okyusvpi,60
iczevkbg,mmcbzbua,97
gxnlbnqv,zyqyztke,40
jjafomrm,fgualafh,20
yydgzmyf,fnkhafwj,53
vxjleolv,cgfzubqx,60
zlwawocl,vvpntzgj,15
memipiai,ftwtofwd,55
whselwfm,cxguhimb,35
kcynbyzw,usgdwarg,96
sbtkbdbk,kpmtllmv,93
jpnlyzsi,ikovfobz,26
vuljsvwe,yeencnwe,24
lphfdlez,lwaurzig,45
hwjhilwd,ighgdobx,60
zskjubpp,tzcgjson,98
iknqsazp,tdmxrbxn,47
ownihgjp,pmzlidlw,10
zvvjmxwq,wzzkavaf,0
dvbrwlan,yeezgcdb,80
uktghlto,aluditrb,10
nhfpxzri,chutoffd,39
dsujunvj,opmykruj,33
hfrujiye,vwwamjat,70
itimsajy,dipuabdx,26
nkjufpah,onsgbunp,80
oiztvklq,dtynsicj,0
tbgdkqar,qdnwgqsa,60
omdrbges,rxxzeodd,88
arpydkxd,wdiqtixv,16
jvhysawg,qbjyrigj,78
ihqfsndm,hsserpti,56
gmekmyza,zjczgpei,30
siytzpqy,tfhqhhoc,25
trsdbbjh,txydetby,43
cyeibijn,idhaerxt,65
ixrowwhk,xacgcznf,48
vkbgbzak,ykxqutus,0
jivsfcfi,bqwpxaqe,96
ixlmxebi,jmaiiddm,46
pkovfogs,bmgwuldv,88
apcqujni,drlschmf,9
rhtkzsbf,rxvtheci,6
iavqdgyf,vvdiutyc,46
foclhlvj,clvsofso,24
vtiaeddu,vqoaaqgt,72
aouhowum,wmdvkbdc,50
qedponqj,nmiwrddz,14
zpxgwxet,utfttsoa,70
akimgbrp,zavetcug,85
epxuzdgy,nzloibzk,68
nrbkdxzr,pktgrvhu,35
iljeaexf,tlybtnpa,20
atttiugr,hvtieilg,40
wkwmaxsz,lpzysfta,44
sjbboxia,zwfnqetj,50
urghuwmr,xiksjsvg,33
zhczzndh,jwopqthx,83
nbkmllot,whejjidn,17
tzdpdvok,wxhwnwwt,36
ewnnckfd,conjumqn,0
qjtegmgd,sqbindbm,48
ynfrrerg,aheresnk,71
gpqgvfsa,przudwms,4
alkbgmms,vqerjhht,96
cwjlwacs,mzxryamn,24
orxgddak,faqpoone,64
bsowgdff,mcljsmhk,50
kcpnrwpr,kxjxzbbj,99
tdjrykkl,tgirerkg,77
hrlhibwq,saxtmkok,30
ltnuaqkf,sfhriwfe,40
whgmndgm,whptyfdy,15
gjszadju,ucgubppz,80
uutzuerw,umihtkab,19
bobikmve,baumvooj,49
ytpazaoa,cxvrqhdw,51
hzkuboxs,kgoldgyz,50
zoxdhwvw,eptknqyh,92
qnezjlka,otsfgkwp,40
uaafixui,jdvuonrq,40
ntpcrlol,ldhldnmv,46
okajqzbh,cvtbvnig,86
btwipsol,ediudcgl,72
zpgqccwx,zdtzksov,57
vrqpcgox,iyudhpei,50
ykxbxibz,xxxssfat,55
kfwvfozz,dqgogelc,14
xwgpbxeb,syrmxyqp,75
rbmwiwdc,gcvrqzph,55
bkrtljqx,ecnffzth,92
bzpugeiz,aegugzxd,40
btwjaufr,jofuzike,99
bjrzbcua,txshqkfe,78
vjpukfxe,wdapiglu,63
tuvacene,gdupqzrr,5
dewjzubm,vfzrllar,76
yqhrajay,jbccravl,47
gnxoqydw,bkspbdvt,8
yeftwimw,yvqourri,96
uncyrabt,vcvbswvj,52
uqkpmgci,zjksgjrr,55
mhokhoxf,nzjqtyzv,4
iywrvqil,bvgncbiu,44
cqlqzohu,xuztigkq,61
hsigwfdh,jgzkdeaj,84
zcrndcpz,jfqlcacg,6
zangtnil,swbvyelf,22
wgdqatcj,pujpqwam,5
cqpvaiwc,agddhnpk,46
sgfhmrsn,vbpitxkt,24
